상품코드,자체 상품코드,진열상태,판매상태,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,영문 상품명,상품명(관리용),공급사 상품명,모델명,상품 요약설명,상품 간략설명,상품 상세설명,모바일 상품 상세설명 설정,모바일 상품 상세설명,검색어설정,과세구분,소비자가,공급가,상품가,판매가,판매가 대체문구 사용,판매가 대체문구,주문수량 제한 기준,최소 주문수량(이상),최대 주문수량(이하),적립금,적립금 구분,공통이벤트 정보,성인인증,옵션사용,품목 구성방식,옵션 표시방식,옵션세트명,옵션입력,옵션 스타일,버튼이미지 설정,색상 설정,필수여부,품절표시 문구,추가입력옵션,추가입력옵션 명칭,추가입력옵션 선택/필수여부,입력글자수(자),이미지등록(상세),이미지등록(목록),이미지등록(작은목록),이미지등록(축소),이미지등록(추가),제조사,공급사,브랜드,트렌드,자체분류 코드,제조일자,출시일자,유효기간 사용여부,유효기간,원산지,상품부피(cm),상품결제안내,상품배송안내,교환/반품안내,서비스문의/안내,배송정보,배송방법,국내/해외배송,배송지역,배송비 선결제 설정,배송기간,배송비 구분,배송비입력,스토어픽업 설정,상품 전체중량(kg),HS코드,상품 구분(해외통관),상품소재,영문 상품소재(해외통관),옷감(해외통관),검색엔진최적화(SEO) 검색엔진 노출 설정,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트,개별결제수단설정,상품배송유형 코드,메모
,88000,Y,Y,29,Y,Y,88000 헤비블렌드 크루넥 맨투맨 (8.4oz),,,,88000,285g/m/two.numerator (8.4 oz per sq yd),,50% cotton / 50% polyester preshrunk /f_leece knit | Air jet yarns = softer feel and reduced pilling | Satin label | Sideseamed | 1 x 1 rib with spandex | Double needle stitching at waistband and cuﬀs | Quarterturned to eliminate center crease | Sizes: XS~2XL | 5 colors,,,"길단,데일리 웨어,88000 헤비블렌드 크루넥 맨투맨 (8.4oz)",A|10,18000,18000,18000,18000,N,,,1,,,,,N,Y,T,C,,색상{레드|화이트|스포츠 그레이|블랙|네이비}//사이즈{XS|S|M|L|XL|2XL},"P,S",,{#e6193c|#ffffff|#c6c8c9|#1a1a1a|#0f1d35},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,88000 헤비블렌드 크루넥 맨투맨 (8.4oz),,285g/m/two.numerator (8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,88500,Y,Y,29,Y,Y,88500 헤비블렌드 풀오버 후드티 (8.4oz),,,,88500,285g/m/two.numerator (8.4 oz per sq yd),,50% cotton / 50% polyester preshrunk /f_leece knit | Air jet yarns = softer feel and reduced pilling | Satin label | Sideseamed | Double needle stitching at waistband and cuﬀs | 1 x 1 rib with spandex | Quarterturned to eliminate center crease | Doublelined hood with colormatched drawcord | Pouch pocket | Sizes: XS~2XL | 5 colors,,,"길단,데일리 웨어,88500 헤비블렌드 풀오버 후드티 (8.4oz)",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{레드|네이비|화이트|블랙|스포츠 그레이}//사이즈{XS|S|M|L|XL|2XL},"P,S",,{#e6193c|#0f1d35|#ffffff|#1a1a1a|#c6c8c9},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,88500 헤비블렌드 풀오버 후드티 (8.4oz),,285g/m/two.numerator (8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,88600,Y,Y,29,Y,Y,88600 헤비블렌드 집업 후드티 (8.4oz),,,,88600,285g/m/two.numerator (8.4 oz per sq yd),,50% cotton / 50% polyester preshrunk /f_leece knit | Air jet yarns = softer feel and reduced pilling | Satin label | Sideseamed | Double needle stitching at waistband and cuﬀs | 1 x 1 rib with spandex | Quarterturned to eliminate center crease | Unlined hood with colormatched drawcord | Metal zipper | Overlapped fabric across zipper allows full | Pouch pockets | Sizes: XS~2XL | 5 colors,,,"길단,데일리 웨어,88600 헤비블렌드 집업 후드티 (8.4oz)",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{네이비|레드|블랙|화이트|스포츠 그레이}//사이즈{XS|S|M|L|XL|2XL},"P,S",,{#0f1d35|#e6193c|#1a1a1a|#ffffff|#c6c8c9},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,88600 헤비블렌드 집업 후드티 (8.4oz),,285g/m/two.numerator (8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,2000,Y,Y,29,Y,Y,2000 울트라 코튼 티셔츠 (면18수),,,,2000,200g/ɝ (6.0 oz per sq yd),,"100% cotton preshrunk jersey knit | Fiber content varies by color, | Seamless double needle 2 cm collar | Taped neck and shoulders | Double needle sleeve and bottom hems | TearAway label | Quarterturned to eliminate centre crease | Sizes: S~5XL | 33 colors",,,"길단,데일리 웨어,2000 울트라 코튼 티셔츠 (면18수)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{라이트 핑크|포레스트 그린|네이비|사파이어|카디널 레드|로얄 블루|캐롤라이나 블루|슬레이트 그레이|샌드|화이트|애쉬 그레이|블랙|차콜|그래블|올리브 카키|퍼플|스포츠 그레이|세이프티 핑크|코랄 실크|레드|오렌지|데이지|골드|민트|밀리터리 그린|틸|세이프티 오렌지|네온 핑크|네온 그린|세이프티 그린}//사이즈{S|M|L|XL|2XL|3XL|4XL|5XL},"P,S",,{#ffccd5|#064e3b|#0f1d35|#00a2cc|#991b1b|#054cb9|#a2dbe7|#5f6b73|#e2dbcd|#ffffff|#e1e4e6|#1a1a1a|#494b52|#5e5f61|#854d0e|#48339b|#c6c8c9|#ff5fa2|#ff7f50|#e6193c|#ff5f00|#ffcc00|#ffcc00|#a7f3d0|#4a533c|#0f766e|#ff5f00|#ff1493|#39ff14|#adff2f},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,2000 울트라 코튼 티셔츠 (면18수),,200g/ɝ (6.0 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,2300,Y,Y,29,Y,Y,2300 울트라 코튼 포켓 티셔츠,,,,2300,200g/ɝ (6.0 oz per sq yd),,"100% cotton preshrunk jersey knit | Preshrunk jersey knit | Seamless doubleneedle 7/8"" collar | Taped neck and shoulders | Satin label | Singleneedle left chest pocket | Doubleneedle pocket, sleeve and bottom hems | Quarterturned to eliminate center crease | SIZE: S~2XL | 2 colors",,,"길단,데일리 웨어,2300 울트라 코튼 포켓 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{블랙|화이트}//사이즈{S|M|L|XL|2XL},"P,S",,{#1a1a1a|#ffffff},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,2300 울트라 코튼 포켓 티셔츠,,200g/ɝ (6.0 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,2400,Y,Y,29,Y,Y,2400 울트라 코튼 긴팔 티셔츠,,,,2400,200g/ɝ (6.0 oz per sq yd),,100% cotton preshrunk jersey knit | Quarterturned to eliminate center crease | Seamless double needle 7/8” collar | Taped neck and shoulders | Rib cuﬀs | Double needle bottom hem | Sizes: S~3XL | 11 colors,,,"길단,데일리 웨어,2400 울트라 코튼 긴팔 티셔츠",A|10,9000,9000,9000,9000,N,,,1,,,,,N,Y,T,C,,색상{로얄 블루|포레스트 그린|레드|골드|샌드|화이트|애쉬 그레이|스포츠 그레이|차콜|네이비|블랙}//사이즈{S|M|L|XL|2XL|3XL},"P,S",,{#054cb9|#064e3b|#e6193c|#ffcc00|#e2dbcd|#ffffff|#e1e4e6|#c6c8c9|#494b52|#0f1d35|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,2400 울트라 코튼 긴팔 티셔츠,,200g/ɝ (6.0 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,2000t,Y,Y,29,Y,Y,2000T 울트라 코튼 톨(Tall) 티셔츠,,,,2000t,200g/ɝ (6.0 oz per sq yd 18/1),,"100% cotton | Classic heavyweight fabric 7/8"" rib collar | Taped neck and shoulders | Doubleneedle sleeve and bottom hems | Sizes: LT~2XLT | 2 colors",,,"길단,데일리 웨어,2000T 울트라 코튼 톨(Tall) 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{네이비|블랙|화이트}//사이즈{S|M|L|XL|2XL},"P,S",,{#0f1d35|#1a1a1a|#ffffff},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,2000T 울트라 코튼 톨(Tall) 티셔츠,,200g/ɝ (6.0 oz per sq yd 18/1),"길단,데일리 웨어",,"cash,mileage",C,
,5200,Y,Y,29,Y,Y,5200 헤비 코튼 나시 민소매 (탱크탑),,,,5200,180g/ɝ (5.3 oz per sq yd 20/1),,100% cotton | Classic midweight fabric | Doubleneedle bottom hem | Sizes: S~2XL | 2 colors,,,"길단,데일리 웨어,5200 헤비 코튼 나시 민소매 (탱크탑)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{블랙|화이트}//사이즈{S|M|L|XL|2XL},"P,S",,{#1a1a1a|#ffffff},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,5200 헤비 코튼 나시 민소매 (탱크탑),,180g/ɝ (5.3 oz per sq yd 20/1),"길단,데일리 웨어",,"cash,mileage",C,
,5100,Y,Y,29,Y,Y,5100 헤비 코튼 티셔츠,,,,5100,180g/m/two.numerator (5.3 oz per sq yd),,100% cotton preshrunk jersey knit | Seamless non topstitched 2 cm collar | Taped neck and shoulders | Tearaway label for easy relabelling | Double needle sleeve and bottom hems | Quarterturned to eliminate centre crease | Sizes: S~3XL | 2 colors,,,"길단,데일리 웨어,5100 헤비 코튼 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{블랙|화이트}//사이즈{S|M|L|XL|2XL|3XL},"P,S",,{#1a1a1a|#ffffff},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,5100 헤비 코튼 티셔츠,,180g/m/two.numerator (5.3 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,42000,Y,Y,30,Y,Y,42000 드라이블렌드 기능성 스포츠 티셔츠,,,,42000,150g/m² (4.5 oz per sq yd),,100% polyester | AquaFX™ | Back neck tape | Double needle sleeve and bottom hems | Tearaway label҃઺ | Sizes: S~3XL | 8 colors,,,"길단,액티브 웨어,42000 드라이블렌드 기능성 스포츠 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{레드|세이프티 그린|라이트 블루|로얄 블루|네이비|화이트|차콜|블랙}//사이즈{S|M|L|XL|2XL|3XL},"P,S",,{#e6193c|#adff2f|#a2dbe7|#054cb9|#0f1d35|#ffffff|#494b52|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,42000 드라이블렌드 기능성 스포츠 티셔츠,,150g/m² (4.5 oz per sq yd),"길단,액티브 웨어",,"cash,mileage",C,
,8000,Y,Y,29,Y,Y,8000 드라이블렌드 티셔츠,,,,8000,࢚࢝,,180g/m² (5.3 oz per sq yd) | 50% cotton / 50% polyester | Dry Blend technology ( | Taped neck and shoulders | Double needle sleeve and bottom hems | Tearaway label҃઺ | Sizes: S~XL | 3 colors,,,"길단,데일리 웨어,8000 드라이블렌드 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{화이트|애쉬 그레이|블랙}//사이즈{S|M|L|XL},"P,S",,{#ffffff|#e1e4e6|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,8000 드라이블렌드 티셔츠,,࢚࢝,"길단,데일리 웨어",,"cash,mileage",C,
,67000,Y,Y,29,Y,Y,67000 소프트스타일 CVC 티셔츠,,,,67000,150g/m² (4.5 oz per sq yd),,60% combed ring spun cotton / 40% polyester | High stitch density for smoother printing | Modernclassic Fit | TearAway label | Sizes: S~3XL | 4 colors,,,"길단,데일리 웨어,67000 소프트스타일 CVC 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{화이트|핑크|네이비}//사이즈{S|M|L|XL|2XL|3XL},"P,S",,{#ffffff|#f472b6|#1e3a8a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,67000 소프트스타일 CVC 티셔츠,,150g/m² (4.5 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,sf000,Y,Y,29,Y,Y,SF000 소프트스타일 플리스 크루넥 맨투맨,,,,sf000,Hɝ	8.4 oz per sq yd),,"80% Ring Spun Cotton, 20% Polyester | 1x1 rib with spandex cuﬀs and bottom band for enhanced stretch and recovery | Dropped shoulder | Classic /f_it, seamless body | Highperforming recycled tearaway label | Sizes: S3XL | 4 colors",,,"길단,데일리 웨어,SF000 소프트스타일 플리스 크루넥 맨투맨",A|10,18000,18000,18000,18000,N,,,1,,,,,N,Y,T,C,,색상{화이트|블랙}//사이즈{S},"P,S",,{#ffffff|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,SF000 소프트스타일 플리스 크루넥 맨투맨,,Hɝ	8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,sf500,Y,Y,29,Y,Y,SF500 소프트스타일 플리스 풀오버 후드티,,,,sf500,Hɝ	8.4 oz per sq yd),,"80% Ring Spun Cotton, 20% Polyester | 2piece color matched jersey fabric lined hood | 1x1 rib with spandex cuﬀs and bottom band for enhanced stretch and recovery | Dropped shoulder | pouch pocket | Classic /f_it, seamless body | Highperforming recycled tearaway label | Sizes: S3XL | 5 colors",,,"길단,데일리 웨어,SF500 소프트스타일 플리스 풀오버 후드티",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{화이트|블랙|켈리 그린}//사이즈{S},"P,S",,{#ffffff|#1a1a1a|#22c55e},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,SF500 소프트스타일 플리스 풀오버 후드티,,Hɝ	8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,sf600,Y,Y,29,Y,Y,SF600 소프트스타일 플리스 집업 후드티,,,,sf600,Hɝ	8.4 oz per sq yd),,"80% Ring Spun Cotton, 20% Polyester | 2piece color matched jersey fabric lined hood | 1x1 rib with spandex cuﬀs and bottom band for enhanced stretch and recovery | Dropped shoulder | pouch pocket | YKK metal zipper | Classic /f_it, seamless body | Highperforming recycled tearaway label | Sizes: S3XL | 2 colors",,,"길단,데일리 웨어,SF600 소프트스타일 플리스 집업 후드티",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{블랙}//사이즈{S},"P,S",,{#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,SF600 소프트스타일 플리스 집업 후드티,,Hɝ	8.4 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,12000,Y,Y,29,Y,Y,12000 드라이블렌드 맨투맨,,,,12000,9.3 oz per sq yd,,50% cotton / 50% polyester preshrunk /f_leece knit | DryBlend technology delivers | moisturewicking properties | Air jet yarn = softer feel and reduced pilling | Tearaway label҃઺ | Double needle stitching | Waistband cuﬀs | 1 x 1 athletic rib with spandex | Quarterturned to eliminate center crease | Sizes: S3XL | 8 colors,,,"길단,데일리 웨어,12000 드라이블렌드 맨투맨",A|10,18000,18000,18000,18000,N,,,1,,,,,N,Y,T,C,,색상{포레스트 그린|로얄 블루|화이트|애쉬 그레이|차콜|스포츠 그레이|네이비|블랙}//사이즈{S},"P,S",,{#064e3b|#054cb9|#ffffff|#e1e4e6|#494b52|#c6c8c9|#0f1d35|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,12000 드라이블렌드 맨투맨,,9.3 oz per sq yd,"길단,데일리 웨어",,"cash,mileage",C,
,12500,Y,Y,29,Y,Y,12500 드라이블렌드 풀오버 후드티,,,,12500,Doublelined hooded sweatshirt with matching drawcord,,Double needle stitching  Pouch pocket | 1 x 1 athletic rib with spandex | Tearaway label҃઺ | Quarterturned to eliminate center crease | Sizes: S3XL | 11 colors,,,"길단,데일리 웨어,12500 드라이블렌드 풀오버 후드티",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{레드|코랄 실크|포레스트 그린|네이비|로얄 블루|애쉬 그레이|화이트|스포츠 그레이|차콜|블랙|세이프티 그린}//사이즈{S},"P,S",,{#e6193c|#ff7f50|#064e3b|#0f1d35|#054cb9|#e1e4e6|#ffffff|#c6c8c9|#494b52|#1a1a1a|#adff2f},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,12500 드라이블렌드 풀오버 후드티,,Doublelined hooded sweatshirt with matching drawcord,"길단,데일리 웨어",,"cash,mileage",C,
,18500,Y,Y,29,Y,Y,18500 헤비블렌드 풀오버 후드티,,,,18500,8.0 oz per sq yd,,50% Cotton / 50% Polyester | Preshrunk /f_leece knit | Doublelined hood with colormatched drawcord | Doubleneedle stitching at waistband and cuﬀs | Pouch pocket | 1 x 1 rib with spandex | Quarterturned to eliminate center crease | Tearaway label҃઺ | Classic Fit | Sizes: S~4XL | 5 colors,,,"길단,데일리 웨어,18500 헤비블렌드 풀오버 후드티",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{라이트 핑크|골드|샌드|스포츠 그레이|블랙}//사이즈{S|M|L|XL|2XL|3XL|4XL},"P,S",,{#ffccd5|#ffcc00|#e2dbcd|#c6c8c9|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,18500 헤비블렌드 풀오버 후드티,,8.0 oz per sq yd,"길단,데일리 웨어",,"cash,mileage",C,
,18500b,Y,Y,29,Y,Y,18500B 아동용 헤비블렌드 풀오버 후드티,,,,18500b,270g/m/two.numerator (8.0 oz per sq yd),,"50% cotton / 50% polyester preshrunk /f_leece knit | Spun yarn for softer feel and reduced pilling | Doublelined hood | Doubleneedle stitching at shoulders, armholes, | Doubleneedle pouch pocket for added reinforcement 1 x 1 rib | Sizes: S~XL | 6 colors",,,"길단,데일리 웨어,18500B 아동용 헤비블렌드 풀오버 후드티",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{포레스트 그린|로얄 블루|네이비|스포츠 그레이|블랙|화이트}//사이즈{S|M|L|XL},"P,S",,{#064e3b|#054cb9|#0f1d35|#c6c8c9|#1a1a1a|#ffffff},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,18500B 아동용 헤비블렌드 풀오버 후드티,,270g/m/two.numerator (8.0 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,18000b,Y,Y,29,Y,Y,18000B 아동용 헤비블렌드 크루넥 맨투맨,,,,18000b,270g/m/two.numerator (8.0 oz per sq yd),,"50% cotton / 50% polyester preshrunk /f_leece knit | Spun yarn for softer feel and reduced pilling | Doubleneedle stitching at shoulder, armhole, neck, | Sizes: S~XL | 6 colors",,,"길단,데일리 웨어,18000B 아동용 헤비블렌드 크루넥 맨투맨",A|10,18000,18000,18000,18000,N,,,1,,,,,N,Y,T,C,,색상{포레스트 그린|로얄 블루|네이비|스포츠 그레이|블랙|화이트|애슬레틱 헤더}//사이즈{S|M|L|XL},"P,S",,{#064e3b|#054cb9|#0f1d35|#c6c8c9|#1a1a1a|#ffffff|#c6c8c9},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,18000B 아동용 헤비블렌드 크루넥 맨투맨,,270g/m/two.numerator (8.0 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,1567,Y,Y,29,Y,Y,1567 가먼트다이 풀오버 후드티 (9.5oz),,,,1567,320g/m/two.numerator (9.5 oz per sp yd),,"80% ring spun cotton / 20% polyester | Soft washed garment dyed fabric | Twill taped back and neck | Sideseamed | 1x1 rib on collar, cuﬀs and waistband | Double needle neck, shoulder, armhole, cuﬀ and waistband | Sizes : M~XL | 7 colors",,,"컴포트 컬러스,데일리 웨어,1567 가먼트다이 풀오버 후드티 (9.5oz)",A|10,24000,24000,24000,24000,N,,,1,,,,,N,Y,T,C,,색상{크림슨|슬레이트|데님 블루|라이트 핑크|화이트|라벤더|오키드}//사이즈{M|L|XL},"P,S",,{#991b1b|#5b6d7a|#475569|#ffccd5|#ffffff|#c084fc|#a78bfa},,품절,,,,,,,,,,,,B000000E,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,1567 가먼트다이 풀오버 후드티 (9.5oz),,320g/m/two.numerator (9.5 oz per sp yd),"컴포트 컬러스,데일리 웨어",,"cash,mileage",C,
,1566,Y,Y,29,Y,Y,1566 가먼트다이 크루넥 맨투맨 (9.5oz),,,,1566,320g/m/two.numerator (9.5 oz per sp yd),,"80% ring spun cotton / 20% polyester | Soft washed garment dyed fabric | Twill taped back and neck | 1x1 rib on collar, cuﬀs and waistband | Double needle neck, shoulder, armhole, cuﬀ and waistband | Sizes : M~XL | 5 colors",,,"컴포트 컬러스,데일리 웨어,1566 가먼트다이 크루넥 맨투맨 (9.5oz)",A|10,18000,18000,18000,18000,N,,,1,,,,,N,Y,T,C,,색상{크림슨|라벤더|데님 블루|오키드|화이트}//사이즈{M|L|XL},"P,S",,{#991b1b|#c084fc|#475569|#a78bfa|#ffffff},,품절,,,,,,,,,,,,B000000E,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,1566 가먼트다이 크루넥 맨투맨 (9.5oz),,320g/m/two.numerator (9.5 oz per sp yd),"컴포트 컬러스,데일리 웨어",,"cash,mileage",C,
,1717,Y,Y,29,Y,Y,1717 가먼트다이 베이직 티셔츠 (6.1oz),,,,1717,210g/m/two.numerator (6.1 oz per sp yd),,"100% ring spun cotton | Soft washed garment dyed fabric | Doubleneedle collar | Twill taped neck and shoulders | Twill label | Double needle armhole, sleeve and bottom hems | Sizes : S~2XL | 14 colors",,,"컴포트 컬러스,데일리 웨어,1717 가먼트다이 베이직 티셔츠 (6.1oz)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{마룬|레드|코랄|오렌지|옐로우|슬레이트|터코이즈|데님 블루|로얄 블루|웜 그레이|라벤더|화이트|오키드|블랙}//사이즈{S|M|L|XL|2XL},"P,S",,{#7f1d1d|#e6193c|#f87171|#ff5f00|#facc15|#5b6d7a|#06b6d4|#475569|#1d4ed8|#adabb0|#c084fc|#ffffff|#a78bfa|#1a1a1a},,품절,,,,,,,,,,,,B000000E,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,1717 가먼트다이 베이직 티셔츠 (6.1oz),,210g/m/two.numerator (6.1 oz per sp yd),"컴포트 컬러스,데일리 웨어",,"cash,mileage",C,
,6014,Y,Y,29,Y,Y,6014 가먼트다이 긴팔 티셔츠 (6.1oz),,,,6014,210g/m/two.numerator (6.1 oz per sp yd),,"100% ring spun cotton | Soft washed garment dyed fabric | Topstitched, classic width, collar | Twill taped neck and shoulders | Twill label | Rib cuﬀs | Relaxed /f_it, seamless body | Sizes : M~2XL | 4 colors | 210g/m/two.numerator (6.1 oz per sp yd)",,,"컴포트 컬러스,데일리 웨어,6014 가먼트다이 긴팔 티셔츠 (6.1oz)",A|10,9000,9000,9000,9000,N,,,1,,,,,N,Y,T,C,,색상{데님 블루|화이트|오키드|블랙}//사이즈{M|L|XL|2XL},"P,S",,{#475569|#ffffff|#a78bfa|#1a1a1a},,품절,,,,,,,,,,,,B000000E,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,6014 가먼트다이 긴팔 티셔츠 (6.1oz),,210g/m/two.numerator (6.1 oz per sp yd),"컴포트 컬러스,데일리 웨어",,"cash,mileage",C,
,1301,Y,Y,29,Y,Y,1301 헤비웨이트 클래식 티셔츠 (면18수),,,,1301,203g/m/two.numerator (6.0 oz per sp yd),,100% cotton jersey | Setin rib collar with shouldertoshoulder taping | Doubleneedle sleeve and bottom hem | Preshrunk to minimize shrinkage | Tearaway label for easy relabelling | Sizes : S~4XL | 13 colors,,,"올스타일,데일리 웨어,1301 헤비웨이트 클래식 티셔츠 (면18수)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{로얄 블루|레드|골드|핑크|옐로우|켈리 그린|애슬레틱 헤더|애쉬 그레이|차콜|화이트|네이비|블랙}//사이즈{S|M|L|XL|2XL|3XL|4XL},"P,S",,{#054cb9|#e6193c|#ffcc00|#f472b6|#facc15|#22c55e|#c6c8c9|#e1e4e6|#494b52|#ffffff|#0f1d35|#1a1a1a},,품절,,,,,,,,,,,,B000000F,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,1301 헤비웨이트 클래식 티셔츠 (면18수),,203g/m/two.numerator (6.0 oz per sp yd),"올스타일,데일리 웨어",,"cash,mileage",C,
